PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
1135_04,1,0,0,21,0,411,7312,14,22,215
1137_01,1,0,2,28,0,0,1537,177,112,753
1137_02,1,0,0,28,1,0,109,0,1514,942
1138_01,1,0,2,41,0,0,6523,0,13,0
1139_01,0,1,1,25,0,0,0,0,0,0
1143_01,0,0,0,28,0,0,172,539,91,0
1145_01,2,0,2,0,0,0,0,0,0,0
1145_02,2,0,2,19,0,775,0,1863,0,0
1145_03,2,0,2,22,0,1031,0,16,1,0
1145_04,2,0,2,2,0,0,0,0,0,0
1151_01,0,0,0,35,0,219,0,783,10,6
1157_01,0,0,2,42,0,1030,0,48,463,310
1158_01,2,1,2,46,0,0,0,0,0,0
1158_02,2,1,2,26,0,219,0,0,0,0
1159_01,0,1,1,19,0,0,0,0,0,0
1159_02,0,0,2,11,0,0,0,0,0,310
1159_03,0,1,1,11,0,0,0,0,0,0
1160_01,2,0,2,17,0,26,0,1094,0,0
1164_01,0,0,2,23,0,220,0,819,47,0
1171_01,0,0,2,37,0,219,0,225,1,2170
1172_01,2,1,2,18,0,0,0,0,303,0
1176_01,2,0,2,48,0,527,2,1547,38,0
1181_01,0,0,2,18,0,18,0,1,449,307
1183_01,1,1,2,18,0,0,0,0,0,0
1183_02,1,0,2,32,1,3,2235,927,142,1582
1183_03,1,1,0,26,0,0,0,0,0,0
1184_01,1,1,1,26,0,0,0,0,0,0
1184_02,0,0,0,55,0,0,156,0,303,361
1189_01,0,0,0,19,0,678,0,0,38,0
1194_01,2,0,2,65,0,1710,0,219,12,0
1196_01,2,0,2,28,0,1789,0,597,0,120
1196_02,2,0,2,24,0,770,55,325,0,0
1200_01,1,1,0,52,0,0,0,0,0,310
1201_01,1,0,2,67,0,0,4099,169,221,5815
1201_02,1,0,2,34,0,0,3533,0,757,34
1202_01,2,0,2,23,0,1459,0,608,0,14
1204_01,0,0,2,26,0,0,0,995,2,0
1205_01,0,0,2,28,0,0,0,260,1149,0
1207_01,0,0,2,9,0,0,0,0,0,310
1207_02,0,0,0,1,0,0,0,0,303,0
1207_03,0,1,2,1,0,0,439,0,0,0
1207_04,0,0,2,58,0,0,5,177,0,2
1209_01,1,0,2,59,0,0,24,0,1824,1742
1209_02,1,0,2,54,0,48,2650,0,424,1031
1217_01,1,0,0,8,0,0,0,0,0,0
1217_02,1,1,2,28,0,0,0,0,0,0
1219_01,1,0,0,19,0,0,498,0,10,2882
1219_02,1,1,0,23,0,0,0,0,0,0
1224_01,2,1,2,47,0,0,0,0,0,0
1224_02,2,0,2,17,0,219,583,2936,0,0
1226_01,2,1,2,33,0,0,0,0,0,0
1226_02,2,1,2,43,0,0,0,0,0,0
1227_01,1,1,2,28,0,0,0,0,0,310
1237_01,0,0,2,32,0,0,439,777,1,0
1241_01,0,0,2,13,0,539,101,0,0,41
1244_01,2,1,2,18,0,0,0,0,0,0
1245_01,0,1,2,16,0,0,0,0,0,0
1247_01,2,1,2,6,0,0,0,0,0,0
1249_01,0,0,2,27,0,0,610,0,948,0
1251_01,2,1,2,29,0,0,0,0,0,0
1252_01,0,0,0,32,0,0,0,8,1612,0
1253_01,0,0,2,23,0,72,0,0,910,0
1257_01,1,1,2,33,0,0,0,0,0,0
1257_02,1,1,2,51,0,0,0,0,0,0
1257_03,1,0,2,41,0,0,297,8292,601,275
1257_04,1,0,2,20,0,0,2081,0,3,79
1262_01,0,0,0,0,0,0,0,0,0,0
1262_02,0,0,0,13,0,501,287,0,7,2
1265_01,0,1,2,13,0,0,0,0,0,0
1266_01,2,0,2,13,0,1363,259,75,0,0
1268_01,2,1,0,24,0,0,0,0,0,0
1270_01,1,0,0,28,0,0,6860,1,131,27
1272_01,0,0,0,32,0,1,0,0,636,172
1275_01,0,0,2,24,0,3,53,4,0,656
1276_01,2,0,2,27,0,0,0,0,0,0
1277_01,0,0,2,24,0,673,0,65,303,0
1290_01,2,0,2,34,0,987,0,54,200,0
1296_01,0,0,1,26,0,153,1,0,0,538
1297_01,0,0,2,22,0,0,0,2438,22,26
1298_01,0,0,2,10,0,0,0,0,0,0
1301_01,0,0,2,28,0,124,328,423,17,36
1301_02,0,1,2,5,0,0,0,0,0,310
1301_03,0,1,2,28,0,0,0,0,0,0
1303_01,0,0,2,29,0,219,0,430,6,0
1305_01,0,0,2,17,0,97,1882,7,0,32
1313_01,0,0,2,18,0,39,653,92,0,6
1314_01,0,0,1,35,0,9,0,0,1446,0
1315_01,0,0,2,42,0,99,806,0,0,2
1318_01,2,1,0,35,0,0,0,0,0,0
1319_01,1,0,2,42,0,13,2983,0,0,3311
1319_02,1,0,2,33,0,0,139,1,1707,341
1320_01,0,1,1,20,0,0,0,0,0,0
1320_02,0,1,2,2,0,0,0,0,0,0
1320_03,0,1,2,2,0,0,0,0,0,0
1321_01,2,1,2,43,0,0,0,0,0,0
1321_02,2,1,2,10,0,0,0,0,0,0
1321_03,2,0,2,26,0,2246,0,332,17,8
1321_04,2,0,2,42,0,26,0,842,430,0
1327_01,0,1,2,24,0,0,0,0,0,0
1329_01,2,0,2,32,0,1006,0,372,126,0
1334_01,0,0,2,23,0,0,38,0,337,448
1338_01,1,1,0,28,0,0,0,0,0,0
1338_02,1,1,2,15,0,0,0,0,0,0
1339_01,0,1,2,15,0,0,0,0,0,0
1341_01,0,0,2,28,0,0,306,1,602,0
1341_02,0,1,2,15,0,0,0,0,303,0
1341_03,0,0,0,13,0,0,474,0,0,0
1343_01,1,0,2,33,0,3,977,0,1908,7557
1343_02,1,0,2,47,0,0,4192,888,901,2
1343_03,1,0,0,27,0,2201,461,0,251,159
1344_01,0,0,1,18,0,34,439,0,1,611
1346_01,0,0,2,10,0,0,0,0,303,0
1349_01,0,1,2,40,0,0,0,0,0,0
1349_02,0,1,0,28,0,0,0,0,0,0
1354_01,2,0,0,23,0,1242,26,0,19,0
1354_02,2,0,2,23,0,0,0,0,0,0
1354_03,2,1,0,41,0,0,0,0,0,0
1354_04,2,0,2,20,0,89,0,2620,0,0
1354_05,2,1,2,29,0,0,0,0,0,0
1354_06,2,1,2,17,0,0,0,0,0,0
1354_07,2,0,2,21,0,23,0,1247,17,1
1358_01,2,1,2,25,0,0,0,0,0,0
1358_02,2,0,2,25,0,807,168,45,0,0
1359_01,0,0,2,28,0,0,171,177,0,280
1361_01,2,1,2,24,0,0,0,0,0,0
1361_02,2,0,2,56,0,936,0,363,0,0
1363_01,0,0,2,36,0,63,556,0,192,0
1364_01,0,0,1,20,0,1018,0,0,201,11
1364_02,0,0,2,50,0,90,681,10,0,22
1367_01,0,1,1,29,0,0,0,0,0,0
1369_01,0,0,2,34,0,10,900,0,23,0
1369_02,0,1,1,40,0,0,0,0,0,0
1369_03,0,0,2,20,0,0,1822,0,0,6
1372_01,0,1,2,36,0,0,0,0,0,0
1373_01,0,0,2,25,0,2,145,830,14,1
1374_01,1,1,0,25,1,0,0,0,0,0
1388_01,0,1,1,17,0,0,0,0,0,0
1392_01,1,0,2,42,0,0,2799,23,151,1260
1394_01,0,1,1,47,0,0,0,0,0,0
1396_01,0,0,2,23,0,212,832,363,35,0
1405_01,2,0,2,28,0,133,0,1166,0,0
1409_01,2,0,2,39,1,2012,38,1274,0,0
1409_02,2,1,2,43,0,0,0,0,0,0
1411_01,0,0,2,23,0,0,1589,0,0,50
1418_01,0,0,2,46,0,0,550,346,6,0
1422_01,1,1,0,31,0,0,0,0,0,0
1422_02,1,0,2,37,0,45,17,213,3183,161
1422_03,1,0,0,48,0,58,105,0,7536,103
1429_01,2,0,2,28,0,300,0,741,0,0
1432_01,2,0,2,38,0,473,0,871,2,0
1432_02,2,0,2,31,0,2565,9,4,0,0
1436_01,0,0,2,35,0,18,4,926,0,0
1437_01,0,0,1,28,0,0,0,0,422,351
1441_01,0,0,2,29,0,34,260,24,485,0
1446_01,0,0,2,19,0,0,174,0,490,10
1448_01,0,0,2,28,0,20,571,0,36,0
1449_01,2,0,2,44,0,1042,0,5,1,0
1456_01,0,0,2,59,0,1,1,0,771,0
1459_01,0,0,0,23,0,183,36,0,0,419
1464_01,0,0,1,48,0,2,0,0,783,0
1466_01,0,1,2,49,0,0,0,0,0,0
1468_01,0,0,2,15,0,0,628,0,0,0
1469_01,2,0,2,30,0,799,0,98,40,661
1469_02,2,0,2,20,0,679,35,1090,50,0
1470_01,0,1,2,20,0,0,0,0,0,0
1471_01,0,0,2,6,0,0,0,0,0,0
1471_02,0,1,2,1,0,0,0,0,0,0
1471_03,0,0,2,1,0,0,0,0,0,0
1471_04,0,0,2,2,0,0,0,0,0,0
1471_05,0,1,2,8,0,0,0,0,0,0
1472_01,0,1,1,29,0,0,0,0,0,0
1473_01,0,0,2,43,0,41,0,0,0,570
1473_02,0,0,2,73,0,5,0,0,568,55
1475_01,0,0,2,48,0,0,2,774,0,95
1476_01,0,0,0,24,0,515,16,0,76,106
1477_01,1,0,2,20,0,987,3691,0,0,796
1477_02,1,0,2,17,0,1,1598,0,7498,0
1480_01,0,1,2,42,0,0,0,0,0,0
1482_01,2,1,2,22,0,0,0,0,0,0
1483_01,0,0,1,54,0,240,0,629,0,0
1486_01,0,1,2,41,0,0,0,0,0,0
1487_01,0,1,1,0,0,0,0,0,0,0
1487_02,0,0,2,20,0,0,619,165,0,0
1492_01,1,0,0,54,0,1,695,177,522,7382
1492_02,1,0,0,73,0,22,30,0,1616,103
1494_01,0,0,0,17,0,583,1,0,0,6
1495_01,0,0,2,21,0,0,0,18,758,0
1495_02,0,1,0,60,0,0,0,0,0,0
1496_01,0,1,2,50,0,0,0,0,0,0
1497_01,2,1,2,17,0,0,0,0,0,0
1497_02,2,1,2,18,0,0,0,0,0,0
1502_01,0,0,0,25,0,0,170,1,601,7470
1502_02,1,0,0,57,1,1,3637,0,3,310
1502_03,1,1,0,46,0,0,0,0,0,0
1502_04,1,1,2,71,0,0,0,0,0,0
1504_01,0,0,2,21,0,3,5,3,699,0
1505_01,2,0,2,38,0,316,0,36,920,0
1508_01,0,0,2,23,0,8,0,0,671,12
1512_01,2,0,2,24,0,16,15,1277,452,0
1513_01,0,1,1,25,0,0,0,0,0,0
1514_01,0,1,1,35,0,0,0,0,0,0
1516_01,0,0,1,21,0,0,40,610,7,47
1517_01,0,0,2,22,0,628,212,0,0,63
1518_01,1,0,0,60,0,0,63,0,0,5824
1518_02,1,0,2,29,0,0,3577,216,723,2188
1519_01,0,0,2,49,0,674,22,301,0,0
1522_01,2,1,2,27,0,219,0,0,0,0
1530_01,0,0,2,23,0,1,0,2521,0,59
1534_01,2,0,2,23,0,1556,0,31,0,0
1534_02,2,0,2,33,0,3303,0,40,1,0
1535_01,0,0,1,35,0,0,422,0,0,2735
1537_01,1,0,2,27,0,0,5113,0,0,7
1538_01,2,0,2,44,0,1692,0,52,0,7
1538_02,2,0,0,18,0,1106,0,74,0,0
1546_01,0,1,0,31,0,0,0,0,0,0
1549_01,0,0,2,21,0,86,2209,994,535,142
1553_01,2,1,2,27,0,0,0,0,0,0
1553_02,0,0,2,36,0,1093,0,1566,0,0
1554_01,0,1,1,33,0,0,0,0,0,0
1554_02,0,0,2,30,0,0,0,704,0,0
1556_01,0,1,2,29,0,0,439,0,0,0
1557_01,1,0,0,32,0,0,10711,0,189,20
1559_01,1,1,0,31,0,0,0,0,0,0
1559_02,1,1,2,27,0,0,0,0,0,0
1563_01,1,1,0,25,0,0,0,0,0,0
1566_01,1,1,0,38,0,0,0,0,0,0
1570_01,0,0,2,47,0,0,0,0,672,89
1571_01,0,0,2,24,0,224,0,585,0,0
1574_01,0,1,2,46,0,0,0,0,0,0
1575_01,0,1,2,16,0,0,0,0,0,0
1582_01,0,0,2,30,0,0,691,378,17,0
1582_02,0,0,2,0,0,0,0,0,303,0
1583_01,2,1,2,60,0,0,0,0,303,0
1586_01,1,0,2,50,0,6,864,0,12,3877
1587_01,0,1,1,37,0,0,0,0,0,0
1587_02,0,1,0,27,0,0,0,0,303,0
1589_01,2,0,2,29,0,633,0,584,0,0
1591_01,1,0,2,28,0,172,1,0,8999,20
1591_02,1,0,2,22,0,0,6158,0,122,578
1598_01,2,0,2,28,0,201,1276,1121,0,0
1598_02,2,0,2,28,0,1507,0,8017,0,0
1600_01,0,0,2,14,0,98,0,0,251,442
1605_01,0,0,2,28,0,0,0,406,298,12
1607_01,0,1,1,20,0,0,0,0,0,0
1609_01,2,0,2,19,0,1022,0,0,0,0
1610_01,2,0,0,14,0,110,0,2768,68,135
1616_01,0,1,2,69,0,0,0,0,0,0
1618_01,1,0,2,26,0,0,0,0,886,14268
1620_01,1,0,0,25,0,0,1105,0,1632,8003
1623_01,2,0,2,36,0,17,0,571,3,591
1627_01,0,1,2,34,0,0,0,0,0,0
1629_01,1,0,2,4,0,0,0,0,0,0
1629_02,1,0,2,1,0,0,0,0,0,0
1629_03,1,1,2,24,0,0,0,0,0,0
1629_04,1,0,2,21,0,0,0,0,0,0
1629_05,1,1,2,25,0,0,439,0,0,0
1629_06,1,1,0,44,0,0,0,0,0,0
1639_01,0,0,2,22,0,0,6,21,1038,692
1641_01,2,1,2,64,0,0,0,0,0,0
1642_01,1,0,2,32,0,6,2902,0,2818,108
1643_01,0,0,2,42,0,0,0,476,402,6
1648_01,1,1,2,29,0,0,0,0,0,0
1652_01,0,1,1,4,0,0,0,0,0,0
1654_01,0,0,2,17,0,980,0,7,0,0
1664_01,0,0,2,21,0,0,0,738,86,40
1665_01,1,1,2,52,0,0,0,0,0,0
1665_02,1,1,2,29,0,0,0,0,0,310
1667_01,0,0,2,35,0,367,54,0,479,0
1675_01,2,1,0,23,0,0,0,0,0,0
1678_01,0,0,2,27,0,10,4,12,2,1124
1679_01,0,1,2,8,0,0,0,0,0,0
1680_01,1,0,2,20,0,0,54,3,4976,2732
1680_02,1,1,0,16,0,0,0,0,0,0
1683_01,0,0,2,35,0,0,216,9,40,721
1684_01,2,0,2,44,0,684,0,605,0,0
1686_01,0,0,2,19,0,0,6,1217,913,3
1689_01,1,1,2,2,0,0,0,0,0,0
1689_02,1,0,2,30,0,0,3085,13,212,297
1689_03,1,0,2,28,0,0,6285,0,1301,108
1692_01,0,1,2,44,0,0,0,0,0,0
1693_01,0,0,2,20,0,2,673,177,0,41
1701_01,0,1,2,22,0,0,0,0,0,0
1702_01,0,0,2,14,0,0,1141,0,0,7
1703_01,0,0,2,20,0,0,671,56,0,0
1706_01,0,0,2,45,0,0,92,202,271,362
1707_01,0,0,0,19,0,0,0,0,394,327
1716_01,2,0,2,42,0,247,0,27,707,32
1720_01,0,0,2,23,0,690,4,10,0,0
1722_01,0,0,2,43,0,0,22,0,6,879
1726_01,2,0,2,20,0,532,0,747,10,0
1726_02,2,1,2,11,0,0,0,0,0,0
1726_03,2,0,2,20,0,477,812,0,0,0
1732_01,0,1,2,21,0,0,0,0,0,0
1735_01,0,0,2,17,0,1296,613,23,72,0
1737_01,0,0,2,32,0,115,0,0,386,308
1741_01,0,0,2,24,0,0,69,709,0,31
1741_02,0,1,2,4,0,0,0,0,0,0
1741_03,0,0,2,4,0,0,0,0,0,0
1743_01,0,0,1,36,0,0,0,148,1220,2
1744_01,2,0,2,27,0,157,0,2345,822,0
1750_01,0,1,2,46,0,0,0,0,0,0
1751_01,2,1,0,24,0,0,0,0,0,0
1751_02,2,0,2,3,0,0,0,0,0,0
1754_01,0,0,0,21,0,41,592,0,0,5
1756_01,0,0,2,42,0,101,137,574,0,183
1759_01,2,1,2,26,0,0,0,0,0,0
1765_01,0,1,2,38,0,0,0,0,0,0
1773_01,0,0,0,36,0,2,0,177,606,140
1777_01,1,0,0,28,0,0,75,0,4764,11
1777_02,1,1,2,62,0,0,0,0,0,0
1780_01,0,0,2,22,0,9,8,796,5,181
1784_01,0,0,2,18,0,234,0,298,317,0
1787_01,0,0,2,12,0,0,0,0,0,0
1788_01,0,0,2,32,0,0,71,177,338,0
1789_01,0,0,2,11,0,0,0,0,0,0
1790_01,0,1,2,47,0,0,0,0,0,0
1790_02,0,1,2,48,0,0,0,0,0,0
1791_01,2,1,0,38,0,0,0,177,0,0
1791_02,2,1,2,19,0,0,0,0,0,0
1793_01,2,0,2,22,0,379,87,453,22,1141
1793_02,2,0,2,21,0,1282,0,6061,5,0
1794_01,0,0,0,37,0,0,2,0,610,0
1795_01,0,0,0,28,0,1402,220,0,0,0
1801_01,0,0,2,15,0,18,1980,0,218,0
1801_02,0,0,2,57,0,643,0,0,17,289
1809_01,0,1,2,22,0,0,0,0,0,0
1814_01,0,0,0,22,0,515,0,0,93,6
1814_02,0,1,1,29,0,0,439,0,0,0
1814_03,0,0,2,0,0,0,0,0,0,0
1815_01,2,1,2,44,0,0,0,0,0,0
1819_01,0,0,2,22,0,623,24,0,120,1662
1820_01,2,1,2,25,0,0,0,0,0,0
1824_01,0,0,2,64,0,0,467,0,351,0
1825_01,0,0,2,21,0,33,319,297,0,0
1825_02,0,0,2,35,0,246,207,338,0,0
1830_01,0,1,1,15,0,0,0,0,0,0
1832_01,0,0,2,48,0,0,0,0,1384,656
1835_01,1,1,2,22,0,0,0,0,0,0
1835_02,1,1,2,42,0,0,0,0,0,0
1837_01,1,1,0,13,0,0,0,0,0,0
1838_01,2,1,2,35,0,0,0,0,0,0
1839_01,2,0,2,27,0,1182,0,42,0,0
1840_01,0,1,0,21,0,0,0,0,0,0
1842_01,2,0,2,22,0,603,0,200,0,0
1845_01,1,0,2,33,0,0,11,689,355,6083
1851_01,1,0,0,25,0,582,1080,0,14,5550
1851_02,1,1,2,37,0,0,0,0,0,0
1852_01,1,1,0,36,0,0,0,0,0,0
1852_02,1,0,0,47,0,0,1696,0,303,1
1852_03,1,1,2,34,0,0,0,0,0,0
1852_04,1,1,0,29,0,0,0,0,0,0
1858_01,1,0,0,39,0,0,4205,0,167,0
1862_01,0,0,0,27,0,1156,0,0,0,136
1862_02,0,0,0,35,0,557,0,0,393,0
1862_03,0,0,2,0,0,0,0,0,0,0
1867_01,1,1,0,33,0,0,0,0,0,0
1869_01,2,0,2,24,0,1286,2,1,0,0
1870_01,2,0,2,19,0,908,0,845,0,0
1875_01,2,0,2,33,0,128,0,574,0,260
1876_01,0,0,2,19,0,0,0,262,29,448
1883_01,2,1,2,16,0,0,0,0,0,0
1885_01,0,0,2,47,0,0,439,376,3,7
1893_01,2,1,2,40,0,0,0,0,0,0
1894_01,2,1,2,19,0,0,0,0,0,0
1895_01,2,0,2,27,0,39,0,378,240,652
1896_01,1,0,2,31,0,0,891,0,3748,12
1900_01,0,0,2,24,0,0,106,1126,0,60
1904_01,1,0,0,31,0,19,607,0,303,2756
1909_01,1,1,1,41,0,0,0,0,0,0
1909_02,1,1,2,16,0,0,0,0,0,0
1909_03,1,0,2,27,0,0,2588,0,22,2149
1910_01,2,0,2,11,0,0,0,0,0,0
1910_02,2,0,0,28,0,3529,0,65,3,59
1910_03,2,0,2,51,0,311,0,338,741,0
1910_04,2,0,2,1,0,0,0,0,303,0
1912_01,0,0,2,56,0,0,35,4661,1641,0
1913_01,2,0,2,28,0,261,0,2338,0,0
1913_02,2,1,2,57,0,0,0,0,0,0
1913_03,2,1,2,13,0,0,0,0,0,0
1914_01,0,1,1,32,0,0,0,0,303,0
1917_01,0,0,1,28,0,0,547,0,10,0
1919_01,0,0,2,12,0,0,0,0,0,0
1921_01,2,0,1,35,0,809,0,830,0,0
1921_02,2,0,2,33,1,1651,0,14,245,0
1924_01,0,1,1,14,0,0,0,0,0,0
1929_01,0,0,2,26,0,407,191,53,0,133
1930_01,0,0,0,25,0,599,0,1,0,0
1932_01,0,0,2,27,0,0,0,0,145,1961
1934_01,0,0,2,23,0,2,439,689,827,0
1936_01,2,0,2,45,0,1285,4,7,1,0
1943_01,0,0,0,50,0,21,1,0,185,530
1944_01,0,0,2,24,0,0,0,666,221,1
1948_01,1,0,2,54,0,0,225,129,303,12226
1948_02,1,1,0,19,0,0,0,0,0,0
1949_01,0,0,2,19,0,0,0,317,632,0
1951_01,1,1,0,28,0,0,0,0,0,0
1951_02,1,0,0,28,0,1,1656,140,4160,430
1954_01,2,0,0,39,0,27,0,81,974,0
1955_01,0,0,2,20,0,9,52,1,638,105
1958_01,0,0,2,30,0,1624,0,0,600,105
1965_01,0,1,2,35,0,0,0,0,0,0
1966_01,1,0,0,36,0,0,1427,0,1311,84
1970_01,0,0,2,33,0,1844,213,131,439,0
1972_01,2,0,2,30,0,143,0,906,0,0
1982_01,0,0,2,25,0,102,0,257,1260,0
1986_01,2,1,2,45,0,0,0,0,0,0
1987_01,0,0,2,23,0,0,901,7,0,0
1989_01,0,1,0,51,0,0,0,0,0,0
1990_01,2,1,2,31,0,0,0,0,0,0
1990_02,2,1,0,55,0,0,0,0,0,0
1998_01,0,0,1,24,0,85,225,11,53,835
2002_01,2,1,2,57,0,0,0,0,0,0
2004_01,2,1,2,24,0,0,0,0,0,0
2005_01,0,0,2,44,0,40,117,0,214,387
2005_02,0,0,2,0,0,0,0,0,0,0
2008_01,0,0,2,15,0,262,0,0,391,151
2014_01,1,1,2,49,0,0,0,0,0,0
2016_01,2,1,2,24,0,0,0,0,0,0
2016_02,2,0,2,47,0,878,824,1,389,0
2017_01,2,0,2,26,0,0,0,0,0,0
2017_02,2,0,2,28,0,664,126,40,11,1068
2018_01,0,1,2,4,0,0,0,0,0,0
2020_01,1,0,2,30,0,0,2052,4,465,117
2021_01,0,1,2,23,0,0,0,0,0,0
2023_01,0,0,2,23,0,0,0,634,0,87
2023_02,0,1,2,4,0,0,0,0,0,0
2023_03,0,1,2,3,0,0,0,0,0,0
2025_01,1,0,0,42,1,0,305,0,327,7046
2030_01,0,0,2,22,0,286,1217,0,0,10
2031_01,0,0,2,21,0,208,78,0,0,424
2033_01,0,0,0,28,0,637,11,1,0,52
2035_01,2,0,2,35,0,904,688,112,994,0
2035_02,2,1,2,20,0,0,0,0,0,0
2036_01,0,1,1,22,0,0,0,0,0,0
2036_02,0,0,2,30,0,0,439,724,0,0
2036_03,0,0,2,0,0,0,0,0,0,0
2037_01,1,1,2,22,0,0,0,0,0,0
2037_02,1,0,2,15,0,0,411,0,1757,4411
2039_01,2,0,2,4,0,0,0,0,0,0
2039_02,2,1,2,19,0,0,0,0,0,0
2039_03,2,1,2,29,0,0,0,0,0,0
2047_01,0,1,2,17,0,0,0,0,0,0
2048_01,0,0,0,21,0,0,722,0,0,0
2049_01,0,1,1,20,0,0,0,0,0,0
2050_01,0,0,2,24,0,130,5,0,283,302
2057_01,0,1,1,6,0,0,439,0,0,0
2057_02,0,0,1,9,0,0,0,0,0,0
2057_03,0,0,2,21,0,308,367,1,0,108
2057_04,0,1,2,46,0,0,0,0,0,0
2057_05,0,0,2,20,0,0,0,715,7,1
2058_01,2,0,0,27,0,1226,194,92,18,0
2064_01,2,1,2,23,0,0,0,0,0,0
2068_01,1,1,2,28,0,0,0,0,0,0
2068_02,1,0,0,53,0,0,4829,0,7,350
2068_03,1,0,2,41,0,1,2852,0,67,59
2068_04,1,0,0,32,0,0,5950,462,4257,71
2068_05,1,0,2,27,0,0,5931,0,110,1125
2069_01,0,0,2,31,0,767,0,8,3,0
2072_01,0,0,2,20,0,219,0,0,449,86
2072_02,0,0,2,19,0,0,0,82,590,0
2076_01,2,1,2,55,0,0,0,0,0,0
2077_01,0,0,2,35,0,219,0,43,1,880
2078_01,2,1,2,70,0,0,0,0,0,0
2079_01,0,0,0,22,0,240,1974,0,0,152
2079_02,0,0,2,46,0,258,57,0,0,654
2079_03,0,0,2,16,0,32,9,0,0,1408
2093_01,0,0,2,14,0,425,0,295,0,50
2098_01,0,0,2,13,0,51,0,0,303,0
2101_01,0,1,0,44,0,0,0,0,0,0
2101_02,0,0,2,15,0,0,939,10,0,0
2103_01,0,0,2,32,0,0,126,692,0,1055
2108_01,1,0,0,26,0,399,5722,0,39,3155
2108_02,1,0,2,42,0,0,1311,0,63,954
2109_01,0,1,2,44,0,0,0,0,0,0
2113_01,0,1,2,15,0,0,0,0,0,0
2119_01,0,0,2,35,0,344,530,0,1,9
2119_02,0,1,2,35,0,0,0,0,0,0
2122_01,0,0,1,24,0,0,618,177,303,0
2132_01,0,1,1,19,0,0,0,0,0,0
2146_01,1,0,2,37,0,210,4618,0,17,492
2146_02,1,1,0,31,0,0,0,0,0,0
2151_01,0,1,2,39,0,0,0,0,0,0
2155_01,0,0,2,35,0,0,445,451,3,0
2157_01,0,0,2,26,0,0,0,0,0,872
2160_01,2,0,2,26,0,1775,0,28,0,796
2160_02,2,1,0,0,0,0,0,0,0,0
2160_03,2,1,2,8,0,0,439,0,0,0
2165_01,0,0,2,44,0,0,74,177,0,0
2166_01,0,0,2,20,0,152,770,0,0,26
2169_01,0,0,2,56,0,0,0,0,147,872
2170_01,0,0,2,31,0,0,46,29,84,617
2174_01,0,0,0,16,0,0,1,0,19,878
2176_01,0,1,1,29,0,0,0,0,0,0
2178_01,0,0,2,22,0,11,399,79,0,297
2181_01,0,0,2,39,0,0,439,0,593,21
2184_01,1,1,0,25,0,0,0,0,0,0
2184_02,1,0,2,43,0,0,0,0,0,0
2185_01,1,1,0,37,0,0,0,0,0,0
2192_01,0,0,1,24,0,286,31,208,207,39
2197_01,0,0,0,53,0,13,522,0,137,1
2199_01,0,0,0,19,0,0,5,573,124,0
2208_01,2,0,2,24,0,693,0,727,0,2
2213_01,2,0,2,31,0,1423,0,686,0,0
2214_01,0,0,2,27,0,0,674,0,951,0
2216_01,0,0,1,57,0,0,545,0,0,0
2217_01,1,0,2,26,0,132,2576,0,2060,3
2218_01,0,0,2,15,0,167,0,532,0,89
2222_01,2,1,2,19,0,0,0,0,0,0
2226_01,0,0,1,27,0,142,0,99,232,0
2227_01,2,1,2,23,0,0,0,0,0,0
2230_01,0,1,2,6,0,0,0,0,0,310
2236_01,0,0,2,15,0,0,465,494,0,18
2240_01,0,1,0,2,0,0,0,0,0,0
2240_02,0,0,2,21,0,12,555,0,0,882
2240_03,0,0,2,0,0,0,0,0,0,0
2242_01,0,1,0,18,0,0,0,0,0,0
2244_01,0,0,2,46,0,0,0,969,1,0
2245_01,0,1,0,43,0,0,0,0,0,0
2245_02,1,1,2,45,1,0,0,0,0,0
2246_01,1,0,0,40,0,224,5672,177,663,779
2246_02,1,0,2,44,0,0,18,0,980,2601
2247_01,0,0,0,27,0,0,3,0,0,1917
2248_01,0,0,2,55,0,48,0,127,929,131
2249_01,0,0,2,24,0,0,1606,0,0,2
2250_01,0,0,2,27,0,76,0,1,27,865
2259_01,1,0,0,33,0,0,2333,0,106,896
2259_02,1,1,0,35,0,0,439,0,0,0
2260_01,1,1,2,33,0,0,439,0,0,0
2265_01,0,0,2,34,0,0,439,0,529,0
2271_01,1,0,0,37,0,567,32,0,1273,11632
2276_01,0,1,2,46,0,0,0,0,0,0
2276_02,0,0,2,45,0,1259,210,0,0,1
2283_01,0,0,2,14,0,0,25,116,897,2
2285_01,0,0,1,28,0,0,20,36,0,788
2286_01,0,0,2,56,0,0,6,0,406,355
2290_01,0,1,1,24,0,0,0,0,0,0
2292_01,0,1,1,19,0,0,0,0,0,0
2293_01,2,1,2,51,0,0,0,0,0,0
2294_01,1,0,0,24,0,204,2322,874,0,252
2297_01,0,0,2,23,0,839,0,0,38,0
2304_01,0,1,2,21,0,0,0,0,0,0
2307_01,0,1,2,6,0,0,0,0,0,0
2307_02,0,0,2,11,0,0,0,0,0,0
2307_03,0,0,2,4,0,0,0,0,0,0
2307_04,0,0,2,0,0,0,0,0,0,0
2307_05,0,1,2,7,0,0,0,0,0,0
2322_01,0,0,2,24,0,51,1,199,536,0
2323_01,0,0,2,32,0,12,0,0,1123,19
2324_01,0,0,2,43,0,340,10,22,0,272
2326_01,0,1,2,24,0,0,0,0,0,0
